,edition,folder,filename,width,height,quality,untruth-count,item,class,xmin,ymin,xmax,ymax,score,aspect,quality,box-score,class-error,class-error-score
1618,_,tiled,tiled_x_1920x1080@320x180_2_7-(3).jpg,320,180,,,1,long tailed tit,16,20,41,66,0,,,,,
1619,_,tiled,tiled_x_1920x1080@320x180_2_7-(3).jpg,320,180,,,2,great tit,64,20,115,51,0,,,,,
1620,_,tiled,tiled_x_1920x1080@320x180_2_7-(3).jpg,320,180,,,3,blue tit,156,142,170,161,0,,,,,
1621,_,tiled,tiled_x_1920x1080@320x180_2_8-(6).jpg,320,180,,,1,starling,3,8,54,42,0,,,,,
1622,_,tiled,tiled_x_1920x1080@320x180_2_8-(6).jpg,320,180,,,2,robin,21,73,36,101,0,,,,,
1623,_,tiled,tiled_x_1920x1080@320x180_2_8-(6).jpg,320,180,,,3,blackbird,80,20,125,79,0,,,,,
1624,_,tiled,tiled_x_1920x1080@320x180_2_8-(6).jpg,320,180,,,4,great tit,89,119,115,152,0,,,,,
1625,_,tiled,tiled_x_1920x1080@320x180_2_8-(6).jpg,320,180,,,5,great tit,152,20,194,45,0,,,,,
1626,_,tiled,tiled_x_1920x1080@320x180_2_8-(6).jpg,320,180,,,6,robin,151,81,196,140,0,,,,,
1627,_,tiled,tiled_x_1920x1080@320x180_2_9-(4).jpg,320,180,,,1,mouse,22,20,35,44,0,,,,,
1628,_,tiled,tiled_x_1920x1080@320x180_2_9-(4).jpg,320,180,,,2,collared dove,118,20,177,63,0,,,,,
1629,_,tiled,tiled_x_1920x1080@320x180_2_9-(4).jpg,320,180,,,3,blue tit,214,20,236,48,0,,,,,
1630,_,tiled,tiled_x_1920x1080@320x180_2_9-(4).jpg,320,180,,,4,long tailed tit,114,90,140,108,0,,,,,
1631,_,tiled,tiled_x_1920x1080@320x180_3_1-(6).jpg,320,180,,,1,blackbird,5,20,52,41,0,,,,,
1632,_,tiled,tiled_x_1920x1080@320x180_3_1-(6).jpg,320,180,,,2,goldfinch,16,79,41,106,0,,,,,
1633,_,tiled,tiled_x_1920x1080@320x180_3_1-(6).jpg,320,180,,,3,great tit,237,2,290,21,0,,,,,
1634,_,tiled,tiled_x_1920x1080@320x180_3_1-(6).jpg,320,180,,,4,robin,81,64,119,105,0,,,,,
1635,_,tiled,tiled_x_1920x1080@320x180_3_1-(6).jpg,320,180,,,5,blackbird,140,64,195,99,0,,,,,
1636,_,tiled,tiled_x_1920x1080@320x180_3_1-(6).jpg,320,180,,,6,sparrow,146,130,189,168,0,,,,,
1637,_,tiled,tiled_x_1920x1080@320x180_3_10-(3).jpg,320,180,,,1,starling,14,20,43,59,0,,,,,
1638,_,tiled,tiled_x_1920x1080@320x180_3_10-(3).jpg,320,180,,,2,robin,185,20,208,46,0,,,,,
1639,_,tiled,tiled_x_1920x1080@320x180_3_10-(3).jpg,320,180,,,3,wood pigeon,241,20,273,42,0,,,,,
1640,_,tiled,tiled_x_1920x1080@320x180_3_11-(5).jpg,320,180,,,1,great tit,8,20,49,61,0,,,,,
1641,_,tiled,tiled_x_1920x1080@320x180_3_11-(5).jpg,320,180,,,2,sparrow,9,89,48,139,0,,,,,
1642,_,tiled,tiled_x_1920x1080@320x180_3_11-(5).jpg,320,180,,,3,blue tit,90,78,105,97,0,,,,,
1643,_,tiled,tiled_x_1920x1080@320x180_3_11-(5).jpg,320,180,,,4,sparrow,148,20,238,62,0,,,,,
1644,_,tiled,tiled_x_1920x1080@320x180_3_11-(5).jpg,320,180,,,5,sparrow,280,20,293,33,0,,,,,
1645,_,tiled,tiled_x_1920x1080@320x180_3_12-(6).jpg,320,180,,,1,robin,74,20,86,38,0,,,,,
1646,_,tiled,tiled_x_1920x1080@320x180_3_12-(6).jpg,320,180,,,2,robin,128,20,142,48,0,,,,,
1647,_,tiled,tiled_x_1920x1080@320x180_3_12-(6).jpg,320,180,,,3,wood pigeon,168,20,213,63,0,,,,,
1648,_,tiled,tiled_x_1920x1080@320x180_3_12-(6).jpg,320,180,,,4,blue tit,254,20,269,39,0,,,,,
1649,_,tiled,tiled_x_1920x1080@320x180_3_12-(6).jpg,320,180,,,5,blue tit,182,88,199,116,0,,,,,
1650,_,tiled,tiled_x_1920x1080@320x180_3_12-(6).jpg,320,180,,,6,sparrow,232,90,262,127,0,,,,,
1651,_,tiled,tiled_x_1920x1080@320x180_3_13-(6).jpg,320,180,,,1,mouse,22,78,35,102,0,,,,,
1652,_,tiled,tiled_x_1920x1080@320x180_3_13-(6).jpg,320,180,,,2,long tailed tit,78,20,103,66,0,,,,,
1653,_,tiled,tiled_x_1920x1080@320x180_3_13-(6).jpg,320,180,,,3,long tailed tit,140,20,162,62,0,,,,,
1654,_,tiled,tiled_x_1920x1080@320x180_3_13-(6).jpg,320,180,,,4,collared dove,198,20,223,63,0,,,,,
1655,_,tiled,tiled_x_1920x1080@320x180_3_13-(6).jpg,320,180,,,5,starling,258,20,285,50,0,,,,,
1656,_,tiled,tiled_x_1920x1080@320x180_3_13-(6).jpg,320,180,,,6,dunnock,250,90,297,126,0,,,,,
1657,_,tiled,tiled_x_1920x1080@320x180_3_14-(2).jpg,320,180,,,1,dunnock,68,73,104,122,0,,,,,
1658,_,tiled,tiled_x_1920x1080@320x180_3_14-(2).jpg,320,180,,,2,robin,263,73,291,92,0,,,,,
1659,_,tiled,tiled_x_1920x1080@320x180_3_15-(6).jpg,320,180,,,1,great tit,5,20,52,54,0,,,,,
1660,_,tiled,tiled_x_1920x1080@320x180_3_15-(6).jpg,320,180,,,2,goldfinch,17,85,40,147,0,,,,,
1661,_,tiled,tiled_x_1920x1080@320x180_3_15-(6).jpg,320,180,,,3,collared dove,78,20,121,103,0,,,,,
1662,_,tiled,tiled_x_1920x1080@320x180_3_15-(6).jpg,320,180,,,4,long tailed tit,80,143,119,158,0,,,,,
1663,_,tiled,tiled_x_1920x1080@320x180_3_15-(6).jpg,320,180,,,5,sparrow,161,73,231,110,0,,,,,
1664,_,tiled,tiled_x_1920x1080@320x180_3_15-(6).jpg,320,180,,,6,mouse,241,140,272,162,0,,,,,
1665,_,tiled,tiled_x_1920x1080@320x180_3_16-(5).jpg,320,180,,,1,dunnock,11,91,46,136,0,,,,,
1666,_,tiled,tiled_x_1920x1080@320x180_3_16-(5).jpg,320,180,,,2,great tit,76,20,121,42,0,,,,,
1667,_,tiled,tiled_x_1920x1080@320x180_3_16-(5).jpg,320,180,,,3,starling,84,79,112,113,0,,,,,
1668,_,tiled,tiled_x_1920x1080@320x180_3_16-(5).jpg,320,180,,,4,sparrow,259,20,299,59,0,,,,,
1669,_,tiled,tiled_x_1920x1080@320x180_3_16-(5).jpg,320,180,,,5,collared dove,218,91,276,134,0,,,,,
1670,_,tiled,tiled_x_1920x1080@320x180_3_17-(5).jpg,320,180,,,1,great tit,6,20,51,54,0,,,,,
1671,_,tiled,tiled_x_1920x1080@320x180_3_17-(5).jpg,320,180,,,2,starling,89,91,109,116,0,,,,,
1672,_,tiled,tiled_x_1920x1080@320x180_3_17-(5).jpg,320,180,,,3,starling,161,20,226,45,0,,,,,
1673,_,tiled,tiled_x_1920x1080@320x180_3_17-(5).jpg,320,180,,,4,long tailed tit,262,20,288,38,0,,,,,
1674,_,tiled,tiled_x_1920x1080@320x180_3_17-(5).jpg,320,180,,,5,great tit,148,81,190,106,0,,,,,
1675,_,tiled,tiled_x_1920x1080@320x180_3_18-(3).jpg,320,180,,,1,collared dove,131,20,179,72,0,,,,,
1676,_,tiled,tiled_x_1920x1080@320x180_3_18-(3).jpg,320,180,,,2,dunnock,132,94,178,120,0,,,,,
1677,_,tiled,tiled_x_1920x1080@320x180_3_18-(3).jpg,320,180,,,3,robin,273,20,296,46,0,,,,,
1678,_,tiled,tiled_x_1920x1080@320x180_3_19-(3).jpg,320,180,,,1,sparrow,20,20,81,58,0,,,,,
1679,_,tiled,tiled_x_1920x1080@320x180_3_19-(3).jpg,320,180,,,2,wood pigeon,121,20,228,67,0,,,,,
1680,_,tiled,tiled_x_1920x1080@320x180_3_19-(3).jpg,320,180,,,3,blue tit,255,20,297,54,0,,,,,
1681,_,tiled,tiled_x_1920x1080@320x180_3_2-(4).jpg,320,180,,,1,dunnock,5,20,51,61,0,,,,,
1682,_,tiled,tiled_x_1920x1080@320x180_3_2-(4).jpg,320,180,,,2,long tailed tit,89,130,110,172,0,,,,,
1683,_,tiled,tiled_x_1920x1080@320x180_3_2-(4).jpg,320,180,,,3,blackbird,147,118,176,154,0,,,,,
1684,_,tiled,tiled_x_1920x1080@320x180_3_2-(4).jpg,320,180,,,4,great tit,216,118,275,150,0,,,,,
1685,_,tiled,tiled_x_1920x1080@320x180_3_20-(6).jpg,320,180,,,1,blackbird,6,20,51,61,0,,,,,
1686,_,tiled,tiled_x_1920x1080@320x180_3_20-(6).jpg,320,180,,,2,blue tit,13,89,44,119,0,,,,,
1687,_,tiled,tiled_x_1920x1080@320x180_3_20-(6).jpg,320,180,,,3,dunnock,77,20,122,46,0,,,,,
1688,_,tiled,tiled_x_1920x1080@320x180_3_20-(6).jpg,320,180,,,4,goldfinch,88,81,110,143,0,,,,,
1689,_,tiled,tiled_x_1920x1080@320x180_3_20-(6).jpg,320,180,,,5,robin,146,20,195,64,0,,,,,
1690,_,tiled,tiled_x_1920x1080@320x180_3_20-(6).jpg,320,180,,,6,blackbird,255,90,296,113,0,,,,,
1691,_,tiled,tiled_x_1920x1080@320x180_3_21-(5).jpg,320,180,,,1,sparrow,1,20,56,54,0,,,,,
1692,_,tiled,tiled_x_1920x1080@320x180_3_21-(5).jpg,320,180,,,2,blue tit,16,85,40,126,0,,,,,
1693,_,tiled,tiled_x_1920x1080@320x180_3_21-(5).jpg,320,180,,,3,blue tit,96,73,162,102,0,,,,,
1694,_,tiled,tiled_x_1920x1080@320x180_3_21-(5).jpg,320,180,,,4,blackbird,188,73,234,132,0,,,,,
1695,_,tiled,tiled_x_1920x1080@320x180_3_21-(5).jpg,320,180,,,5,dunnock,271,131,293,159,0,,,,,
1696,_,tiled,tiled_x_1920x1080@320x180_3_22-(4).jpg,320,180,,,1,blue tit,20,91,37,107,0,,,,,
1697,_,tiled,tiled_x_1920x1080@320x180_3_22-(4).jpg,320,180,,,2,robin,76,20,121,79,0,,,,,
1698,_,tiled,tiled_x_1920x1080@320x180_3_22-(4).jpg,320,180,,,3,mouse,87,111,110,150,0,,,,,
1699,_,tiled,tiled_x_1920x1080@320x180_3_22-(4).jpg,320,180,,,4,sparrow,161,18,229,57,0,,,,,
1700,_,tiled,tiled_x_1920x1080@320x180_3_3-(4).jpg,320,180,,,1,robin,6,20,51,79,0,,,,,
1701,_,tiled,tiled_x_1920x1080@320x180_3_3-(4).jpg,320,180,,,2,wood pigeon,140,73,155,100,0,,,,,
1702,_,tiled,tiled_x_1920x1080@320x180_3_3-(4).jpg,320,180,,,3,mouse,141,134,154,160,0,,,,,
1703,_,tiled,tiled_x_1920x1080@320x180_3_3-(4).jpg,320,180,,,4,goldfinch,246,73,279,102,0,,,,,
1704,_,tiled,tiled_x_1920x1080@320x180_3_4-(5).jpg,320,180,,,1,blackbird,64,20,149,61,0,,,,,
1705,_,tiled,tiled_x_1920x1080@320x180_3_4-(5).jpg,320,180,,,2,blue tit,188,20,206,45,0,,,,,
1706,_,tiled,tiled_x_1920x1080@320x180_3_4-(5).jpg,320,180,,,3,great tit,229,20,279,51,0,,,,,
1707,_,tiled,tiled_x_1920x1080@320x180_3_4-(5).jpg,320,180,,,4,blue tit,64,89,81,114,0,,,,,
1708,_,tiled,tiled_x_1920x1080@320x180_3_4-(5).jpg,320,180,,,5,wood pigeon,179,89,268,144,0,,,,,
1709,_,tiled,tiled_x_1920x1080@320x180_3_5-(4).jpg,320,180,,,1,blue tit,92,68,114,96,0,,,,,
1710,_,tiled,tiled_x_1920x1080@320x180_3_5-(4).jpg,320,180,,,2,long tailed tit,90,130,116,148,0,,,,,
1711,_,tiled,tiled_x_1920x1080@320x180_3_5-(4).jpg,320,180,,,3,goldfinch,155,20,175,68,0,,,,,
1712,_,tiled,tiled_x_1920x1080@320x180_3_5-(4).jpg,320,180,,,4,dunnock,199,73,248,109,0,,,,,
1713,_,tiled,tiled_x_1920x1080@320x180_3_6-(3).jpg,320,180,,,1,starling,138,20,204,45,0,,,,,
1714,_,tiled,tiled_x_1920x1080@320x180_3_6-(3).jpg,320,180,,,2,blue tit,246,20,258,38,0,,,,,
1715,_,tiled,tiled_x_1920x1080@320x180_3_6-(3).jpg,320,180,,,3,mouse,207,121,226,139,0,,,,,
1716,_,tiled,tiled_x_1920x1080@320x180_3_7-(4).jpg,320,180,,,1,blackbird,14,20,43,57,0,,,,,
1717,_,tiled,tiled_x_1920x1080@320x180_3_7-(4).jpg,320,180,,,2,robin,73,20,110,52,0,,,,,
1718,_,tiled,tiled_x_1920x1080@320x180_3_7-(4).jpg,320,180,,,3,long tailed tit,185,20,224,35,0,,,,,
1719,_,tiled,tiled_x_1920x1080@320x180_3_7-(4).jpg,320,180,,,4,starling,231,64,282,98,0,,,,,
1720,_,tiled,tiled_x_1920x1080@320x180_3_8-(3).jpg,320,180,,,1,starling,49,20,94,45,0,,,,,
1721,_,tiled,tiled_x_1920x1080@320x180_3_8-(3).jpg,320,180,,,2,sparrow,136,20,150,33,0,,,,,
1722,_,tiled,tiled_x_1920x1080@320x180_3_8-(3).jpg,320,180,,,3,blue tit,270,115,299,155,0,,,,,
1723,_,tiled,tiled_x_1920x1080@320x180_3_9-(2).jpg,320,180,,,1,great tit,168,91,194,123,0,,,,,
1724,_,tiled,tiled_x_1920x1080@320x180_3_9-(2).jpg,320,180,,,2,sparrow,219,86,265,133,0,,,,,
1725,_,tiled,tiled_x_1920x1080@320x180_4_1-(5).jpg,320,180,,,1,great tit,20,20,79,53,0,,,,,
1726,_,tiled,tiled_x_1920x1080@320x180_4_1-(5).jpg,320,180,,,2,blue tit,119,20,186,50,0,,,,,
1727,_,tiled,tiled_x_1920x1080@320x180_4_1-(5).jpg,320,180,,,3,blue tit,276,20,290,39,0,,,,,
1728,_,tiled,tiled_x_1920x1080@320x180_4_1-(5).jpg,320,180,,,4,starling,117,83,137,108,0,,,,,
1729,_,tiled,tiled_x_1920x1080@320x180_4_1-(5).jpg,320,180,,,5,dunnock,162,83,209,120,0,,,,,
1730,_,tiled,tiled_x_1920x1080@320x180_4_10-(3).jpg,320,180,,,1,mouse,19,143,38,160,0,,,,,
1731,_,tiled,tiled_x_1920x1080@320x180_4_10-(3).jpg,320,180,,,2,sparrow,135,18,203,57,0,,,,,
1732,_,tiled,tiled_x_1920x1080@320x180_4_10-(3).jpg,320,180,,,3,great tit,122,133,166,167,0,,,,,
1733,_,tiled,tiled_x_1920x1080@320x180_4_11-(4).jpg,320,180,,,1,robin,4,90,53,135,0,,,,,
1734,_,tiled,tiled_x_1920x1080@320x180_4_11-(4).jpg,320,180,,,2,mouse,204,73,216,98,0,,,,,
1735,_,tiled,tiled_x_1920x1080@320x180_4_11-(4).jpg,320,180,,,3,dunnock,247,73,283,122,0,,,,,
1736,_,tiled,tiled_x_1920x1080@320x180_4_11-(4).jpg,320,180,,,4,wood pigeon,249,146,281,168,0,,,,,
1737,_,tiled,tiled_x_1920x1080@320x180_4_12-(4).jpg,320,180,,,1,sparrow,22,84,35,97,0,,,,,
1738,_,tiled,tiled_x_1920x1080@320x180_4_12-(4).jpg,320,180,,,2,blackbird,70,128,99,165,0,,,,,
1739,_,tiled,tiled_x_1920x1080@320x180_4_12-(4).jpg,320,180,,,3,robin,178,65,202,90,0,,,,,
1740,_,tiled,tiled_x_1920x1080@320x180_4_12-(4).jpg,320,180,,,4,dunnock,228,136,272,162,0,,,,,
1741,_,tiled,tiled_x_1920x1080@320x180_4_13-(5).jpg,320,180,,,1,starling,20,20,86,45,0,,,,,
1742,_,tiled,tiled_x_1920x1080@320x180_4_13-(5).jpg,320,180,,,2,long tailed tit,15,81,41,99,0,,,,,
1743,_,tiled,tiled_x_1920x1080@320x180_4_13-(5).jpg,320,180,,,3,great tit,111,20,157,54,0,,,,,
1744,_,tiled,tiled_x_1920x1080@320x180_4_13-(5).jpg,320,180,,,4,starling,197,20,262,45,0,,,,,
1745,_,tiled,tiled_x_1920x1080@320x180_4_13-(5).jpg,320,180,,,5,sparrow,225,81,279,115,0,,,,,
1746,_,tiled,tiled_x_1920x1080@320x180_4_14-(2).jpg,320,180,,,1,long tailed tit,102,141,128,159,0,,,,,
1747,_,tiled,tiled_x_1920x1080@320x180_4_14-(2).jpg,320,180,,,2,wood pigeon,170,73,258,128,0,,,,,
1748,_,tiled,tiled_x_1920x1080@320x180_4_15-(5).jpg,320,180,,,1,wood pigeon,6,73,51,116,0,,,,,
1749,_,tiled,tiled_x_1920x1080@320x180_4_15-(5).jpg,320,180,,,2,long tailed tit,9,142,48,158,0,,,,,
1750,_,tiled,tiled_x_1920x1080@320x180_4_15-(5).jpg,320,180,,,3,blackbird,77,73,122,114,0,,,,,
1751,_,tiled,tiled_x_1920x1080@320x180_4_15-(5).jpg,320,180,,,4,blue tit,158,130,182,171,0,,,,,
1752,_,tiled,tiled_x_1920x1080@320x180_4_15-(5).jpg,320,180,,,5,great tit,206,73,257,103,0,,,,,
1753,_,tiled,tiled_x_1920x1080@320x180_4_16-(5).jpg,320,180,,,1,wood pigeon,20,20,127,67,0,,,,,
1754,_,tiled,tiled_x_1920x1080@320x180_4_16-(5).jpg,320,180,,,2,dunnock,152,20,199,46,0,,,,,
1755,_,tiled,tiled_x_1920x1080@320x180_4_16-(5).jpg,320,180,,,3,sparrow,224,16,270,62,0,,,,,
1756,_,tiled,tiled_x_1920x1080@320x180_4_16-(5).jpg,320,180,,,4,blackbird,63,92,108,151,0,,,,,
1757,_,tiled,tiled_x_1920x1080@320x180_4_16-(5).jpg,320,180,,,5,mouse,142,92,172,114,0,,,,,
1758,_,tiled,tiled_x_1920x1080@320x180_4_17-(6).jpg,320,180,,,1,blue tit,13,20,44,50,0,,,,,
1759,_,tiled,tiled_x_1920x1080@320x180_4_17-(6).jpg,320,180,,,2,starling,15,83,42,113,0,,,,,
1760,_,tiled,tiled_x_1920x1080@320x180_4_17-(6).jpg,320,180,,,3,robin,73,20,112,61,0,,,,,
1761,_,tiled,tiled_x_1920x1080@320x180_4_17-(6).jpg,320,180,,,4,blackbird,152,20,236,61,0,,,,,
1762,_,tiled,tiled_x_1920x1080@320x180_4_17-(6).jpg,320,180,,,5,goldfinch,271,20,297,47,0,,,,,
1763,_,tiled,tiled_x_1920x1080@320x180_4_17-(6).jpg,320,180,,,6,starling,134,78,185,111,0,,,,,
1764,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,1,mouse,17,88,40,127,0,,,,,
1765,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,2,sparrow,76,20,106,58,0,,,,,
1766,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,3,goldfinch,81,87,102,134,0,,,,,
1767,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,4,long tailed tit,144,20,166,62,0,,,,,
1768,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,5,goldfinch,144,89,165,151,0,,,,,
1769,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,6,collared dove,190,20,238,72,0,,,,,
1770,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,7,great tit,273,20,299,52,0,,,,,
1771,_,tiled,tiled_x_1920x1080@320x180_4_18-(8).jpg,320,180,,,8,starling,200,94,228,134,0,,,,,
1772,_,tiled,tiled_x_1920x1080@320x180_4_19-(4).jpg,320,180,,,1,blue tit,65,20,107,54,0,,,,,
1773,_,tiled,tiled_x_1920x1080@320x180_4_19-(4).jpg,320,180,,,2,robin,132,20,178,79,0,,,,,
1774,_,tiled,tiled_x_1920x1080@320x180_4_19-(4).jpg,320,180,,,3,blue tit,140,111,170,151,0,,,,,
1775,_,tiled,tiled_x_1920x1080@320x180_4_19-(4).jpg,320,180,,,4,starling,204,20,249,45,0,,,,,
1776,_,tiled,tiled_x_1920x1080@320x180_4_2-(5).jpg,320,180,,,1,blue tit,20,143,37,159,0,,,,,
1777,_,tiled,tiled_x_1920x1080@320x180_4_2-(5).jpg,320,180,,,2,sparrow,174,20,214,59,0,,,,,
1778,_,tiled,tiled_x_1920x1080@320x180_4_2-(5).jpg,320,180,,,3,blue tit,254,20,271,45,0,,,,,
1779,_,tiled,tiled_x_1920x1080@320x180_4_2-(5).jpg,320,180,,,4,blackbird,167,88,221,123,0,,,,,
1780,_,tiled,tiled_x_1920x1080@320x180_4_2-(5).jpg,320,180,,,5,great tit,168,136,220,155,0,,,,,
1781,_,tiled,tiled_x_1920x1080@320x180_4_20-(4).jpg,320,180,,,1,collared dove,20,20,78,63,0,,,,,
1782,_,tiled,tiled_x_1920x1080@320x180_4_20-(4).jpg,320,180,,,2,great tit,6,90,51,112,0,,,,,
1783,_,tiled,tiled_x_1920x1080@320x180_4_20-(4).jpg,320,180,,,3,long tailed tit,116,78,137,120,0,,,,,
1784,_,tiled,tiled_x_1920x1080@320x180_4_20-(4).jpg,320,180,,,4,goldfinch,276,90,300,152,0,,,,,
1785,_,tiled,tiled_x_1920x1080@320x180_4_21-(4).jpg,320,180,,,1,starling,14,88,42,122,0,,,,,
1786,_,tiled,tiled_x_1920x1080@320x180_4_21-(4).jpg,320,180,,,2,sparrow,83,20,144,58,0,,,,,
1787,_,tiled,tiled_x_1920x1080@320x180_4_21-(4).jpg,320,180,,,3,sparrow,142,87,181,137,0,,,,,
1788,_,tiled,tiled_x_1920x1080@320x180_4_21-(4).jpg,320,180,,,4,robin,206,87,252,146,0,,,,,
1789,_,tiled,tiled_x_1920x1080@320x180_4_22-(1).jpg,320,180,,,1,sparrow,7,20,50,58,0,,,,,
1790,_,tiled,tiled_x_1920x1080@320x180_4_3-(3).jpg,320,180,,,1,great tit,52,89,92,130,0,,,,,
1791,_,tiled,tiled_x_1920x1080@320x180_4_3-(3).jpg,320,180,,,2,collared dove,149,20,192,103,0,,,,,
1792,_,tiled,tiled_x_1920x1080@320x180_4_3-(3).jpg,320,180,,,3,long tailed tit,151,143,190,158,0,,,,,
1793,_,tiled,tiled_x_1920x1080@320x180_4_4-(4).jpg,320,180,,,1,robin,68,20,104,52,0,,,,,
1794,_,tiled,tiled_x_1920x1080@320x180_4_4-(4).jpg,320,180,,,2,blackbird,129,20,176,41,0,,,,,
1795,_,tiled,tiled_x_1920x1080@320x180_4_4-(4).jpg,320,180,,,3,sparrow,144,79,214,117,0,,,,,
1796,_,tiled,tiled_x_1920x1080@320x180_4_4-(4).jpg,320,180,,,4,blue tit,253,79,270,104,0,,,,,
1797,_,tiled,tiled_x_1920x1080@320x180_4_5-(6).jpg,320,180,,,1,blue tit,21,84,36,102,0,,,,,
1798,_,tiled,tiled_x_1920x1080@320x180_4_5-(6).jpg,320,180,,,2,sparrow,22,141,35,154,0,,,,,
1799,_,tiled,tiled_x_1920x1080@320x180_4_5-(6).jpg,320,180,,,3,long tailed tit,72,78,97,124,0,,,,,
1800,_,tiled,tiled_x_1920x1080@320x180_4_5-(6).jpg,320,180,,,4,goldfinch,129,20,163,49,0,,,,,
1801,_,tiled,tiled_x_1920x1080@320x180_4_5-(6).jpg,320,180,,,5,mouse,275,20,288,44,0,,,,,
1802,_,tiled,tiled_x_1920x1080@320x180_4_5-(6).jpg,320,180,,,6,dunnock,194,91,229,136,0,,,,,
1803,_,tiled,tiled_x_1920x1080@320x180_4_6-(2).jpg,320,180,,,1,blue tit,22,84,34,102,0,,,,,
1804,_,tiled,tiled_x_1920x1080@320x180_4_6-(2).jpg,320,180,,,2,robin,183,20,211,39,0,,,,,
1805,_,tiled,tiled_x_1920x1080@320x180_4_7-(5).jpg,320,180,,,1,blue tit,18,65,39,93,0,,,,,
1806,_,tiled,tiled_x_1920x1080@320x180_4_7-(5).jpg,320,180,,,2,blue tit,79,132,96,159,0,,,,,
1807,_,tiled,tiled_x_1920x1080@320x180_4_7-(5).jpg,320,180,,,3,blackbird,140,65,169,102,0,,,,,
1808,_,tiled,tiled_x_1920x1080@320x180_4_7-(5).jpg,320,180,,,4,wood pigeon,268,65,282,92,0,,,,,
1809,_,tiled,tiled_x_1920x1080@320x180_4_7-(5).jpg,320,180,,,5,dunnock,251,127,300,163,0,,,,,
1810,_,tiled,tiled_x_1920x1080@320x180_4_8-(4).jpg,320,180,,,1,collared dove,16,89,41,131,0,,,,,
1811,_,tiled,tiled_x_1920x1080@320x180_4_8-(4).jpg,320,180,,,2,robin,115,20,139,46,0,,,,,
1812,_,tiled,tiled_x_1920x1080@320x180_4_8-(4).jpg,320,180,,,3,robin,180,90,194,117,0,,,,,
1813,_,tiled,tiled_x_1920x1080@320x180_4_8-(4).jpg,320,180,,,4,blackbird,226,78,268,101,0,,,,,
1814,_,tiled,tiled_x_1920x1080@320x180_4_9-(5).jpg,320,180,,,1,dunnock,17,91,40,119,0,,,,,
1815,_,tiled,tiled_x_1920x1080@320x180_4_9-(5).jpg,320,180,,,2,sparrow,90,20,180,62,0,,,,,
1816,_,tiled,tiled_x_1920x1080@320x180_4_9-(5).jpg,320,180,,,3,great tit,207,20,249,45,0,,,,,
1817,_,tiled,tiled_x_1920x1080@320x180_4_9-(5).jpg,320,180,,,4,robin,92,89,104,106,0,,,,,
1818,_,tiled,tiled_x_1920x1080@320x180_4_9-(5).jpg,320,180,,,5,dunnock,246,89,292,130,0,,,,,
1819,_,tiled,tiled_x_1920x1080@320x180_5_1-(5).jpg,320,180,,,1,wood pigeon,12,20,45,42,0,,,,,
1820,_,tiled,tiled_x_1920x1080@320x180_5_1-(5).jpg,320,180,,,2,blackbird,66,20,120,56,0,,,,,
1821,_,tiled,tiled_x_1920x1080@320x180_5_1-(5).jpg,320,180,,,3,robin,154,20,183,39,0,,,,,
1822,_,tiled,tiled_x_1920x1080@320x180_5_1-(5).jpg,320,180,,,4,robin,194,78,230,110,0,,,,,
1823,_,tiled,tiled_x_1920x1080@320x180_5_1-(5).jpg,320,180,,,5,sparrow,272,78,285,90,0,,,,,
1824,_,tiled,tiled_x_1920x1080@320x180_5_10-(4).jpg,320,180,,,1,blue tit,20,20,37,36,0,,,,,
1825,_,tiled,tiled_x_1920x1080@320x180_5_10-(4).jpg,320,180,,,2,dunnock,132,20,179,57,0,,,,,
1826,_,tiled,tiled_x_1920x1080@320x180_5_10-(4).jpg,320,180,,,3,dunnock,132,87,178,112,0,,,,,
1827,_,tiled,tiled_x_1920x1080@320x180_5_10-(4).jpg,320,180,,,4,robin,201,87,250,131,0,,,,,
1828,_,tiled,tiled_x_1920x1080@320x180_5_11-(4).jpg,320,180,,,1,blue tit,200,19,217,46,0,,,,,
1829,_,tiled,tiled_x_1920x1080@320x180_5_11-(4).jpg,320,180,,,2,blue tit,250,20,281,50,0,,,,,
1830,_,tiled,tiled_x_1920x1080@320x180_5_11-(4).jpg,320,180,,,3,great tit,156,84,215,117,0,,,,,
1831,_,tiled,tiled_x_1920x1080@320x180_5_11-(4).jpg,320,180,,,4,long tailed tit,232,142,271,158,0,,,,,
1832,_,tiled,tiled_x_1920x1080@320x180_5_12-(8).jpg,320,180,,,1,starling,3,8,54,42,0,,,,,
1833,_,tiled,tiled_x_1920x1080@320x180_5_12-(8).jpg,320,180,,,2,long tailed tit,9,73,48,88,0,,,,,
1834,_,tiled,tiled_x_1920x1080@320x180_5_12-(8).jpg,320,180,,,3,collared dove,16,129,41,172,0,,,,,
1835,_,tiled,tiled_x_1920x1080@320x180_5_12-(8).jpg,320,180,,,4,great tit,89,20,115,52,0,,,,,
